Folder,File,Variance
Seq_250123_2,WIN_20230125_20_22_02_Pro.jpg,1716.447511022214
Seq_250123_2,WIN_20230125_20_22_21_Pro.jpg,1531.7041247499774
Seq_250123_2,WIN_20230125_20_22_31_Pro.jpg,1245.0111130945231
Seq_250123_2,WIN_20230125_20_22_41_Pro.jpg,975.4840983397688
Seq_250123_2,WIN_20230125_20_22_48_Pro.jpg,722.0458721712737
Seq_250123_2,WIN_20230125_20_23_03_Pro.jpg,431.57802625909363
Seq_250123_2,WIN_20230125_20_23_11_Pro.jpg,298.9781628281911
Seq_250123_2,WIN_20230125_20_23_18_Pro.jpg,196.64987314124863
Seq_250123_2,WIN_20230125_20_23_26_Pro.jpg,119.63407406898665
Seq_250123_2,WIN_20230125_20_23_34_Pro.jpg,93.452232179843
Seq_250123_2,WIN_20230125_20_23_42_Pro.jpg,73.2122737634435
Seq_250123_2,WIN_20230125_20_23_48_Pro.jpg,60.06871469276219
Seq_250123_2,WIN_20230125_20_23_58_Pro.jpg,51.55480375034546
Seq_250123_2,WIN_20230125_20_24_09_Pro.jpg,45.267775175041606
Seq_250123_2,WIN_20230125_20_24_16_Pro.jpg,44.71640671448767
Seq_250123_2,WIN_20230125_20_24_24_Pro.jpg,40.95519950959831
Seq_250123_2,WIN_20230125_20_24_32_Pro.jpg,37.16173920075101
Seq_250123_2,WIN_20230125_20_24_40_Pro.jpg,36.14153353467402
Seq_250123_2,WIN_20230125_20_24_47_Pro.jpg,33.18303771151318
Seq_250123_2,WIN_20230125_20_24_53_Pro.jpg,31.931587184198406
Seq_250123_2,WIN_20230125_20_25_00_Pro.jpg,29.523688838586686
Seq_250123_2,WIN_20230125_20_25_07_Pro.jpg,27.675307353337598
Seq_250123_3,WIN_20230125_20_40_29_Pro.jpg,1385.5613220323164
Seq_250123_3,WIN_20230125_20_40_42_Pro.jpg,1275.7803418402027
Seq_250123_3,WIN_20230125_20_40_48_Pro.jpg,1282.3155295042766
Seq_250123_3,WIN_20230125_20_40_53_Pro.jpg,1124.7201617127585
Seq_250123_3,WIN_20230125_20_41_00_Pro.jpg,1051.362297597174
Seq_250123_3,WIN_20230125_20_41_07_Pro.jpg,955.1836927941105
Seq_250123_3,WIN_20230125_20_41_13_Pro.jpg,820.6599935188189
Seq_250123_3,WIN_20230125_20_41_18_Pro.jpg,682.4731598780314
Seq_250123_3,WIN_20230125_20_41_24_Pro.jpg,573.365122410997
Seq_250123_3,WIN_20230125_20_41_28_Pro.jpg,491.942035399683
Seq_250123_3,WIN_20230125_20_41_35_Pro.jpg,369.64111108097035
Seq_250123_3,WIN_20230125_20_41_39_Pro.jpg,311.69416905314125
Seq_250123_3,WIN_20230125_20_41_44_Pro.jpg,250.7606781830917
