Folder,File,Variance
Seq_250123_2,WIN_20230125_20_22_02_Pro.jpg,1726.5163538478853
Seq_250123_2,WIN_20230125_20_22_21_Pro.jpg,1539.829797928609
Seq_250123_2,WIN_20230125_20_22_31_Pro.jpg,1248.7971266682944
Seq_250123_2,WIN_20230125_20_22_41_Pro.jpg,974.5268296368814
Seq_250123_2,WIN_20230125_20_22_48_Pro.jpg,720.2898739165837
Seq_250123_2,WIN_20230125_20_23_03_Pro.jpg,427.56465820206535
Seq_250123_2,WIN_20230125_20_23_11_Pro.jpg,294.4817678057247
Seq_250123_2,WIN_20230125_20_23_18_Pro.jpg,192.12017705785962
Seq_250123_2,WIN_20230125_20_23_26_Pro.jpg,115.36351548257403
Seq_250123_2,WIN_20230125_20_23_34_Pro.jpg,89.33433599852457
Seq_250123_2,WIN_20230125_20_23_42_Pro.jpg,69.355834762054
Seq_250123_2,WIN_20230125_20_23_48_Pro.jpg,56.18902155045403
Seq_250123_2,WIN_20230125_20_23_58_Pro.jpg,47.79763926035563
Seq_250123_2,WIN_20230125_20_24_09_Pro.jpg,41.58588462803099
Seq_250123_2,WIN_20230125_20_24_16_Pro.jpg,40.93767715415956
Seq_250123_2,WIN_20230125_20_24_24_Pro.jpg,37.26076738213432
Seq_250123_2,WIN_20230125_20_24_32_Pro.jpg,33.46976880720986
Seq_250123_2,WIN_20230125_20_24_40_Pro.jpg,32.45067586465413
Seq_250123_2,WIN_20230125_20_24_47_Pro.jpg,29.628542248365616
Seq_250123_2,WIN_20230125_20_24_53_Pro.jpg,28.321320962863503
Seq_250123_2,WIN_20230125_20_25_00_Pro.jpg,25.9693405257225
Seq_250123_2,WIN_20230125_20_25_07_Pro.jpg,24.092668824927017
Seq_250123_3,WIN_20230125_20_40_29_Pro.jpg,1391.636251250108
Seq_250123_3,WIN_20230125_20_40_42_Pro.jpg,1281.4889755439654
Seq_250123_3,WIN_20230125_20_40_48_Pro.jpg,1289.3685216097408
Seq_250123_3,WIN_20230125_20_40_53_Pro.jpg,1128.4748984262678
Seq_250123_3,WIN_20230125_20_41_00_Pro.jpg,1054.7592653645413
Seq_250123_3,WIN_20230125_20_41_07_Pro.jpg,957.2957763644748
Seq_250123_3,WIN_20230125_20_41_13_Pro.jpg,820.6122612461409
Seq_250123_3,WIN_20230125_20_41_18_Pro.jpg,682.5290242868106
Seq_250123_3,WIN_20230125_20_41_24_Pro.jpg,570.6270928967689
Seq_250123_3,WIN_20230125_20_41_28_Pro.jpg,488.83081787109376
Seq_250123_3,WIN_20230125_20_41_35_Pro.jpg,365.798515472412
Seq_250123_3,WIN_20230125_20_41_39_Pro.jpg,307.27865348789436
Seq_250123_3,WIN_20230125_20_41_44_Pro.jpg,246.5200021965874
Seq_250123_3,WIN_20230125_20_41_49_Pro.jpg,211.97570556623668
Seq_250123_3,WIN_20230125_20_41_55_Pro.jpg,167.96081622653537
Seq_250123_3,WIN_20230125_20_42_00_Pro.jpg,133.31111900482176
Seq_250123_3,WIN_20230125_20_42_05_Pro.jpg,110.36457183731929
Seq_250123_3,WIN_20230125_20_42_09_Pro.jpg,94.98460659722224
Seq_250123_3,WIN_20230125_20_42_13_Pro.jpg,92.90259683684246
Seq_250123_3,WIN_20230125_20_42_17_Pro.jpg,75.6563923134698
Seq_250123_3,WIN_20230125_20_42_20_Pro.jpg,67.83330818074543
Seq_250123_3,WIN_20230125_20_42_26_Pro.jpg,60.154773735512634
Seq_250123_3,WIN_20230125_20_42_29_Pro.jpg,56.78912889539931
Seq_250123_3,WIN_20230125_20_42_34_Pro.jpg,51.07870208532546
Seq_250123_3,WIN_20230125_20_42_38_Pro.jpg,49.622238389237715
Seq_250123_3,WIN_20230125_20_42_43_Pro.jpg,43.27346445312498
Seq_250123_3,WIN_20230125_20_42_48_Pro.jpg,41.45041891644796
Seq_250123_3,WIN_20230125_20_42_51_Pro.jpg,37.91188707474603
Seq_250123_3,WIN_20230125_20_42_55_Pro.jpg,35.66812751664056
Seq_250123_3,WIN_20230125_20_43_01_Pro.jpg,35.58470348611408
Seq_250123_3,WIN_20230125_20_43_04_Pro.jpg,35.16825230652492
Seq_250123_3,WIN_20230125_20_43_07_Pro.jpg,32.48890708262126
Seq_250123_3,WIN_20230125_20_43_11_Pro.jpg,32.802730943457284
Seq_250123_3,WIN_20230125_20_43_15_Pro.jpg,32.094818114556205
Seq_250123_3,WIN_20230125_20_43_20_Pro.jpg,30.931599100579152
Seq_250123_3,WIN_20230125_20_43_23_Pro.jpg,29.726940904988187
Seq_250123_3,WIN_20230125_20_43_27_Pro.jpg,29.082243855624736
Seq_250123_3,WIN_20230125_20_43_31_Pro.jpg,28.657684109740796
Seq_250123_3,WIN_20230125_20_43_35_Pro.jpg,28.584236489094625
Seq_250123_3,WIN_20230125_20_43_39_Pro.jpg,26.719635323037036
Seq_250123_3,WIN_20230125_20_43_44_Pro.jpg,25.57174559321933
Seq_250123_3,WIN_20230125_20_43_47_Pro.jpg,26.71018415848414
Seq_250123_3,WIN_20230125_20_43_53_Pro.jpg,28.270781066852148
Seq_250123_4,WIN_20230125_21_04_06_Pro.jpg,1578.6736813384587
Seq_250123_4,WIN_20230125_21_04_15_Pro.jpg,1256.2493311686092
Seq_250123_4,WIN_20230125_21_04_21_Pro.jpg,1068.7046337444622
Seq_250123_4,WIN_20230125_21_04_25_Pro.jpg,848.0181016535336
Seq_250123_4,WIN_20230125_21_04_30_Pro.jpg,570.862081371689
Seq_250123_4,WIN_20230125_21_04_34_Pro.jpg,340.07309550424156
Seq_250123_4,WIN_20230125_21_04_39_Pro.jpg,212.91322142944338
Seq_250123_4,WIN_20230125_21_04_44_Pro.jpg,147.13603862524033
Seq_250123_4,WIN_20230125_21_04_49_Pro.jpg,98.67624611710437
Seq_250123_4,WIN_20230125_21_04_52_Pro.jpg,76.77961501836776
Seq_250123_4,WIN_20230125_21_04_56_Pro.jpg,66.13290204666984
Seq_250123_4,WIN_20230125_21_05_00_Pro.jpg,54.216492961872945
Seq_250123_4,WIN_20230125_21_05_03_Pro.jpg,47.57995235036215
Seq_250123_4,WIN_20230125_21_05_07_Pro.jpg,41.628518347326924
Seq_250123_4,WIN_20230125_21_05_12_Pro.jpg,36.909231338236054
Seq_250123_4,WIN_20230125_21_05_17_Pro.jpg,34.82861724429661
Seq_250123_4,WIN_20230125_21_05_20_Pro.jpg,31.012331532785623
Seq_250123_4,WIN_20230125_21_05_24_Pro.jpg,31.615180587757962
Seq_250123_4,WIN_20230125_21_05_28_Pro.jpg,29.304896630181222
Seq_250123_4,WIN_20230125_21_05_31_Pro.jpg,27.159401659478082
Seq_250123_4,WIN_20230125_21_05_35_Pro.jpg,26.496741497029202
Seq_250123_4,WIN_20230125_21_05_39_Pro.jpg,25.228343973753184
Middle,WIN_20230125_21_11_19_Pro.jpg,1027.208388685057
Middle,WIN_20230125_21_11_27_Pro.jpg,864.3342718015884
Middle,WIN_20230125_21_11_33_Pro.jpg,716.3109672189926
Middle,WIN_20230125_21_11_39_Pro.jpg,536.857775444497
Middle,WIN_20230125_21_11_45_Pro.jpg,295.1691794738345
Middle,WIN_20230125_21_11_51_Pro.jpg,182.32246993254557
Middle,WIN_20230125_21_11_57_Pro.jpg,112.57307054340575
Middle,WIN_20230125_21_12_03_Pro.jpg,81.79468207591373
Middle,WIN_20230125_21_12_09_Pro.jpg,63.19714610747234
Middle,WIN_20230125_21_12_14_Pro.jpg,48.192835135555285
Middle,WIN_20230125_21_12_21_Pro.jpg,42.11484164427651
Middle,WIN_20230125_21_12_27_Pro.jpg,36.218746528106266
Middle,WIN_20230125_21_12_32_Pro.jpg,31.356084308359343
Middle,WIN_20230125_21_12_37_Pro.jpg,28.021934773593483
Middle,WIN_20230125_21_12_43_Pro.jpg,26.37210799025429
Middle,WIN_20230125_21_12_49_Pro.jpg,24.32932880010604
Middle,WIN_20230125_21_12_55_Pro.jpg,23.724179351287425
Middle,WIN_20230125_21_13_01_Pro.jpg,21.866406454626716
Middle,WIN_20230125_21_13_07_Pro.jpg,20.349831705888118
Middle,WIN_20230125_21_13_12_Pro.jpg,19.579783029513894
Middle,WIN_20230125_21_13_18_Pro.jpg,18.848328118631578
Seq_250123_5,WIN_20230125_21_10_59_Pro.jpg,1200.2490774255434
Seq_250123_5,WIN_20230125_21_11_23_Pro.jpg,957.9195464950561
Seq_250123_5,WIN_20230125_21_11_30_Pro.jpg,813.4157595316569
Seq_250123_5,WIN_20230125_21_11_36_Pro.jpg,547.1230645724826
Seq_250123_5,WIN_20230125_21_11_42_Pro.jpg,382.6753720702702
Seq_250123_5,WIN_20230125_21_11_48_Pro.jpg,236.36427214422224
Seq_250123_5,WIN_20230125_21_11_54_Pro.jpg,141.91298413508733
Seq_250123_5,WIN_20230125_21_12_00_Pro.jpg,97.20060167435543
Seq_250123_5,WIN_20230125_21_12_06_Pro.jpg,70.42709699147544
Seq_250123_5,WIN_20230125_21_12_12_Pro.jpg,57.612487846840764
Seq_250123_5,WIN_20230125_21_12_18_Pro.jpg,43.97611803664102
Seq_250123_5,WIN_20230125_21_12_24_Pro.jpg,37.288354645527725
Seq_250123_5,WIN_20230125_21_12_29_Pro.jpg,34.069509276665585
Seq_250123_5,WIN_20230125_21_12_35_Pro.jpg,29.807804225402403
Seq_250123_5,WIN_20230125_21_12_40_Pro.jpg,26.514353356891217
Seq_250123_5,WIN_20230125_21_12_46_Pro.jpg,25.69591794839435
Seq_250123_5,WIN_20230125_21_12_52_Pro.jpg,24.37304804432127
Seq_250123_5,WIN_20230125_21_12_58_Pro.jpg,22.380866528150776
Seq_250123_5,WIN_20230125_21_13_04_Pro.jpg,21.26284086200926
Seq_250123_5,WIN_20230125_21_13_09_Pro.jpg,20.15481518121295
Seq_250123_5,WIN_20230125_21_13_15_Pro.jpg,18.45838154600991
Seq_260123,WIN_20230126_04_56_57_Pro.jpg,517.0074706641198
Seq_260123,WIN_20230126_04_57_02_Pro.jpg,448.79955194087574
Seq_260123,WIN_20230126_04_57_08_Pro.jpg,343.3561429843478
Seq_260123,WIN_20230126_04_57_13_Pro.jpg,247.67904303232825
Seq_260123,WIN_20230126_04_57_18_Pro.jpg,164.26538942971763
Seq_260123,WIN_20230126_04_57_23_Pro.jpg,94.33125310006672
Seq_260123,WIN_20230126_04_57_28_Pro.jpg,65.02121225975884
Seq_260123,WIN_20230126_04_57_34_Pro.jpg,42.7140647327741
Seq_260123,WIN_20230126_04_57_39_Pro.jpg,36.5125291940901
Seq_260123,WIN_20230126_04_57_44_Pro.jpg,30.129843855794267
Seq_260123,WIN_20230126_04_57_49_Pro.jpg,26.097236572096083
Seq_260123,WIN_20230126_04_57_54_Pro.jpg,24.241956053161623
Seq_260123,WIN_20230126_04_58_00_Pro.jpg,22.31920697927475
Seq_260123,WIN_20230126_04_58_05_Pro.jpg,21.043988008456765
Seq_260123,WIN_20230126_04_58_10_Pro.jpg,19.15745920473735
Seq_260123,WIN_20230126_04_58_15_Pro.jpg,17.856480397955576
Seq_260123,WIN_20230126_04_58_20_Pro.jpg,17.307500648328986
Seq_260123,WIN_20230126_04_58_26_Pro.jpg,16.05025390625
Seq_260123,WIN_20230126_04_58_31_Pro.jpg,14.949585151407451
Seq_260123,WIN_20230126_04_58_36_Pro.jpg,14.06824580806097
Seq_260123,WIN_20230126_04_58_41_Pro.jpg,13.284178840467662
Seq_260123,WIN_20230126_04_58_46_Pro.jpg,12.874678664641909
Seq_260123_2,WIN_20230126_05_06_13_Pro.jpg,12.029810721672902
Seq_260123_2,WIN_20230126_05_06_18_Pro.jpg,12.366879498958587
Seq_260123_2,WIN_20230126_05_06_23_Pro.jpg,13.690012766509586
Seq_260123_2,WIN_20230126_05_06_29_Pro.jpg,13.963907915486233
Seq_260123_2,WIN_20230126_05_06_34_Pro.jpg,15.042412747690413
Seq_260123_2,WIN_20230126_05_06_39_Pro.jpg,15.904817628214095
Seq_260123_2,WIN_20230126_05_06_44_Pro.jpg,16.734365059365167
Seq_260123_2,WIN_20230126_05_06_49_Pro.jpg,17.8817151840104
Seq_260123_2,WIN_20230126_05_06_55_Pro.jpg,18.811061702304418
Seq_260123_2,WIN_20230126_05_07_00_Pro.jpg,21.088273721271094
Seq_260123_2,WIN_20230126_05_07_05_Pro.jpg,23.03878890991211
Seq_260123_2,WIN_20230126_05_07_10_Pro.jpg,26.72489950941934
Seq_260123_2,WIN_20230126_05_07_15_Pro.jpg,30.903949225521078
Seq_260123_2,WIN_20230126_05_07_20_Pro.jpg,36.44071616600883
Seq_260123_2,WIN_20230126_05_07_26_Pro.jpg,41.15172328100205
Seq_260123_2,WIN_20230126_05_07_31_Pro.jpg,61.00766545222601
Seq_260123_2,WIN_20230126_05_07_36_Pro.jpg,88.28884098942014
Seq_260123_2,WIN_20230126_05_07_41_Pro.jpg,151.76580669274858
Seq_260123_2,WIN_20230126_05_07_46_Pro.jpg,242.93941014861
